NAME	DESCRIPTION	X5p4_25c	X5p4_27c	X5p4_28c	X5p4_29c	X5p4_30c	X5p4_31cfoxc1	X5p4_32cfoxc1	X5p4_33cfoxc1	X5p4_34cfoxc1	X5p4_35cfoxc1
ENSG00000005206	SPPL2B	7.41953819699617	7.48577747756785	6.61609351116503	7.09214100733336	7.07519465342325	7.44884575030969	7.25295516709938	6.81540932672665	7.22573045481394	7.36353859863089
ENSG00000005238	ATOSB	8.54809525993245	8.52671116570065	9.0191315933894	8.85555913284116	9.05834092394442	8.33461642013603	8.07834489566357	8.09354195133115	8.61828482748377	8.74098435004785
ENSG00000005243	COPZ2	8.0356900396854	8.06551736400605	6.67624092954731	6.3123420927276	6.40584397045318	7.63951357763789	7.77589068128671	8.02876562263203	7.69976882222515	7.81116066724628
ENSG00000005302	MSL3	7.71900419551803	7.69721911647385	7.90737749466427	7.90469727424127	8.06983538971728	7.76002278032631	7.72700086592971	7.85570548881389	8.03324942324873	7.92349722283879
ENSG00000005339	CREBBP	9.53340863179618	9.68870242316032	9.98690187350082	10.1430718224248	9.78713354515129	10.0912006232671	9.76641605052152	9.62528788838887	9.52575228787642	9.3941300723134
ENSG00000005379	TSPOAP1	3.37897076608433	3.62258502838778	3.05452781980009	3.09162195959294	3.69712688704949	4.26945303073394	3.96396990746441	3.69966122122737	3.37259493269083	2.40033751853954
ENSG00000005436	GCFC2	5.77079916326422	5.96117635999586	6.47082704135898	5.83027007433219	6.00260145454324	5.68047720666373	6.22765722860931	5.92990777699171	6.37742727843765	5.97840994588374
ENSG00000005448	WDR54	7.75712866590079	7.6232393574265	7.28091214865786	7.12584241808408	7.39731145666065	7.81377316474372	7.83476141925656	7.37620532318319	7.53161200094515	7.65910774219934
ENSG00000005469	CROT	7.44311686332263	7.82271702914873	8.51730585458812	7.96800288074991	8.27127697220521	7.58559839695326	7.73937951730271	8.12725311716385	8.12207174782318	8.05698732327236
ENSG00000005483	KMT2E	8.61881876760288	8.57745677026152	9.39744813994445	9.0406811134947	8.82210024623076	9.32828219307835	8.87992040686829	8.89234321529534	8.32279580645344	8.0453495603167
ENSG00000005486	RHBDD2	9.05095430106859	9.13719666689743	8.77281319795467	9.13747949542192	9.1103961286011	8.8794001625625	8.80828595672049	8.86405882792761	8.67443347052369	8.83861054760553
ENSG00000005700	IBTK	8.95307349502795	8.77363233711231	8.49660435712105	8.33753395107996	8.28140406950485	9.12122942579425	9.15173565901067	8.99242328589949	8.45690458460811	8.31621610002813
ENSG00000005801	ZNF195	7.69955737910107	7.63697546670216	7.75534500799101	7.39822846274089	7.58070872667161	7.46386662451998	7.61725965146093	7.4465626184321	7.11105622865267	7.21562712610257
ENSG00000005810	MYCBP2	8.64277505984963	8.60916095745583	9.10369567171285	8.82510928512435	8.47031106562786	8.95310750044383	8.82870473147098	8.97929785758411	8.01596879668114	8.43692294118315
ENSG00000005812	FBXL3	9.26893219174414	9.28410188853982	9.41741017566387	9.25381848307087	9.27402096422263	9.30553259970969	9.39217531711646	9.36766434718873	9.20583829418828	9.02494817748738
ENSG00000005882	PDK2	7.83048212057775	8.2149480999045	7.30015377658909	7.51304765644961	7.33060471732876	8.18854548938878	8.01357114489086	8.38385987705157	7.72125262243441	7.9361561470521
