entrezgene_id	ensembl_gene_id
1244	ENSG00000023839
50619	ENSG00000023892
51177	ENSG00000023902
2730	ENSG00000023909
23304	ENSG00000024048
30846	ENSG00000024422
55635	ENSG00000024526
25901	ENSG00000024862
58528	ENSG00000025039
3298	ENSG00000025156
51230	ENSG00000025293
10062	ENSG00000025434
1890	ENSG00000025708
29781	ENSG00000025770
10953	ENSG00000025772
11231	ENSG00000025796
23633	ENSG00000025800
7431	ENSG00000026025
355	ENSG00000026103
8635	ENSG00000026297
960	ENSG00000026508
3755	ENSG00000026559
56895	ENSG00000026652
57823	ENSG00000026751
11119	ENSG00000026950
4285	ENSG00000027001
5583	ENSG00000027075
3459	ENSG00000027697
11285	ENSG00000027847
9047	ENSG00000027869
7444	ENSG00000028116
55591	ENSG00000028203
5452	ENSG00000028277
65980	ENSG00000028310
6642	ENSG00000028528
9519	ENSG00000028839
56938	ENSG00000029153
9774	ENSG00000029363
55334	ENSG00000029364
286	ENSG00000029534
51106	ENSG00000029639
9135	ENSG00000029725
3149	ENSG00000029993
23279	ENSG00000030066
578	ENSG00000030110
22807	ENSG00000030419
2896	ENSG00000030582
51306	ENSG00000031003
57514	ENSG00000031081
55166	ENSG00000031691
6301	ENSG00000031698
8498	ENSG00000031823
5926	ENSG00000032219
7260	ENSG00000032389
10908	ENSG00000032444
8100	ENSG00000032742
56052	ENSG00000033011
55596	ENSG00000033030
10061	ENSG00000033050
54480	ENSG00000033100
57554	ENSG00000033122
2530	ENSG00000033170
55236	ENSG00000033178
9846	ENSG00000033327
535	ENSG00000033627
8554	ENSG00000033800
9497	ENSG00000033867
321	ENSG00000034053
5606	ENSG00000034152
79645	ENSG00000034239
9168	ENSG00000034510
28990	ENSG00000034533
25897	ENSG00000034677
8504	ENSG00000034693
11345	ENSG00000034713
26751	ENSG00000035115
84908	ENSG00000035141
7414	ENSG00000035403
55789	ENSG00000035499
23604	ENSG00000035664
8439	ENSG00000035681
159	ENSG00000035687
7077	ENSG00000035862
5981	ENSG00000035928
55773	ENSG00000036054
8452	ENSG00000036257
9172	ENSG00000036448
26009	ENSG00000036549
9099	ENSG00000036672
27175	ENSG00000037042
51121	ENSG00000037241
54888	ENSG00000037474
54455	ENSG00000037637
4238	ENSG00000037749
84245	ENSG00000037757
4234	ENSG00000037897
3224	ENSG00000037965
175	ENSG00000038002
55300	ENSG00000038210
259282	ENSG00000038219
27430	ENSG00000038274
7092	ENSG00000038295
23644	ENSG00000038358
7204	ENSG00000038382
1462	ENSG00000038427
23274	ENSG00000038532
999	ENSG00000039068
23517	ENSG00000039123
1767	ENSG00000039139
9765	ENSG00000039319
79567	ENSG00000039523
26064	ENSG00000039560
11284	ENSG00000039650
54831	ENSG00000039987
23035	ENSG00000040199
54908	ENSG00000040275
27067	ENSG00000040341
54896	ENSG00000040487
1497	ENSG00000040531
65078	ENSG00000040608
79142	ENSG00000040633
3631	ENSG00000040933
5874	ENSG00000041353
5685	ENSG00000041357
23026	ENSG00000041515
55341	ENSG00000041802
10039	ENSG00000041880
3371	ENSG00000041982
90326	ENSG00000041988
140876	ENSG00000042062
55775	ENSG00000042088
84883	ENSG00000042286
55812	ENSG00000042317
9440	ENSG00000042429
54884	ENSG00000042445
822	ENSG00000042493
1175	ENSG00000042753
8538	ENSG00000043039
54165	ENSG00000043093
23338	ENSG00000043143
54802	ENSG00000043514
153	ENSG00000043591
9820	ENSG00000044090
1495	ENSG00000044115
5256	ENSG00000044446
54875	ENSG00000044459
2042	ENSG00000044524
3309	ENSG00000044574
1829	ENSG00000046604
54960	ENSG00000046647
8481	ENSG00000046651
2824	ENSG00000046653
22884	ENSG00000047056
64848	ENSG00000047188
56474	ENSG00000047230
51606	ENSG00000047249
5431	ENSG00000047315
56204	ENSG00000047346
116984	ENSG00000047365
7175	ENSG00000047410
23247	ENSG00000047578
84062	ENSG00000047579
7504	ENSG00000047597
57102	ENSG00000047621
6322	ENSG00000047634
55841	ENSG00000047644
4134	ENSG00000047849
57120	ENSG00000047932
57646	ENSG00000048028
9734	ENSG00000048052
26262	ENSG00000048140
51491	ENSG00000048162
57545	ENSG00000048342
50484	ENSG00000048392
168850	ENSG00000048405
92017	ENSG00000048471
55173	ENSG00000048544
51773	ENSG00000048649
55187	ENSG00000048707
10659	ENSG00000048740
23196	ENSG00000048828
23518	ENSG00000048991
1298	ENSG00000049089
4254	ENSG00000049130
1161	ENSG00000049167
11174	ENSG00000049192
9563	ENSG00000049239
9341	ENSG00000049245
8863	ENSG00000049246
55040	ENSG00000049283
4052	ENSG00000049323
5954	ENSG00000049449
5982	ENSG00000049541
57492	ENSG00000049618
81037	ENSG00000049656
23327	ENSG00000049759
50943	ENSG00000049768
89801	ENSG00000049769
3074	ENSG00000049860
79810	ENSG00000049883
51528	ENSG00000050130
27122	ENSG00000050165
7984	ENSG00000050327
9603	ENSG00000050344
63933	ENSG00000050393
51474	ENSG00000050405
25875	ENSG00000050426
9498	ENSG00000050438
5733	ENSG00000050628
5601	ENSG00000050748
9564	ENSG00000050820
84067	ENSG00000051009
9709	ENSG00000051108
9454	ENSG00000051128
5888	ENSG00000051180
10721	ENSG00000051341
5291	ENSG00000051382
1535	ENSG00000051523
84321	ENSG00000051596
23593	ENSG00000051620
10198	ENSG00000051825
54477	ENSG00000052126
5652	ENSG00000052344
80143	ENSG00000052723
23223	ENSG00000052749
57600	ENSG00000052795
6307	ENSG00000052802
55761	ENSG00000052841
23105	ENSG00000053108
1112	ENSG00000053254
8574	ENSG00000053371
51154	ENSG00000053372
4826	ENSG00000053438
55850	ENSG00000053501
23101	ENSG00000053524
83714	ENSG00000053702
3909	ENSG00000053747
55745	ENSG00000053770
29945	ENSG00000053900
3784	ENSG00000053918
27095	ENSG00000054116
9967	ENSG00000054118
29085	ENSG00000054148
954	ENSG00000054179
51742	ENSG00000054267
23596	ENSG00000054277
10806	ENSG00000054282
5798	ENSG00000054356
55733	ENSG00000054392
23095	ENSG00000054523
2296	ENSG00000054598
25771	ENSG00000054611
23224	ENSG00000054654
57475	ENSG00000054690
10079	ENSG00000054793
23201	ENSG00000054965
84957	ENSG00000054967
2581	ENSG00000054983
51602	ENSG00000055044
26099	ENSG00000055070
3757	ENSG00000055118
8454	ENSG00000055130
10827	ENSG00000055147
26999	ENSG00000055163
23118	ENSG00000055208
116254	ENSG00000055211
5610	ENSG00000055332
57602	ENSG00000055483
58508	ENSG00000055609
55283	ENSG00000055732
23369	ENSG00000055917
84545	ENSG00000055950
54969	ENSG00000056050
51663	ENSG00000056097
55609	ENSG00000056277
7185	ENSG00000056558
54542	ENSG00000056586
55540	ENSG00000056736
10758	ENSG00000056972
131566	ENSG00000057019
6317	ENSG00000057149
6646	ENSG00000057252
5318	ENSG00000057294
2665	ENSG00000057608
639	ENSG00000057657
9474	ENSG00000057663
57458	ENSG00000057704
57095	ENSG00000057757
57504	ENSG00000057935
8975	ENSG00000058056
23200	ENSG00000058063
3918	ENSG00000058085
5218	ENSG00000058091
29927	ENSG00000058262
4659	ENSG00000058272
9696	ENSG00000058453
55718	ENSG00000058600
493	ENSG00000058668
9877	ENSG00000058673
55781	ENSG00000058729
54432	ENSG00000058799
55706	ENSG00000058804
1608	ENSG00000058866
84256	ENSG00000059122
64718	ENSG00000059145
64761	ENSG00000059378
5832	ENSG00000059573
6894	ENSG00000059588
5188	ENSG00000059691
4084	ENSG00000059728
5128	ENSG00000059758
548645	ENSG00000059769
6515	ENSG00000059804
5662	ENSG00000059915
9150	ENSG00000060069
8531	ENSG00000060138
55359	ENSG00000060140
65125	ENSG00000060237
55749	ENSG00000060339
11054	ENSG00000060491
2769	ENSG00000060558
55650	ENSG00000060642
10076	ENSG00000060656
9410	ENSG00000060688
79832	ENSG00000060749
51660	ENSG00000060762
30	ENSG00000060971
586	ENSG00000060982
51564	ENSG00000061273
11178	ENSG00000061337
6676	ENSG00000061656
10787	ENSG00000061676
60488	ENSG00000061794
6433	ENSG00000061936
10188	ENSG00000061938
23041	ENSG00000061987
1001	ENSG00000062038
416	ENSG00000062096
65056	ENSG00000062194
84649	ENSG00000062282
7771	ENSG00000062370
1431	ENSG00000062485
64951	ENSG00000062582
63916	ENSG00000062598
23063	ENSG00000062650
81671	ENSG00000062716
10513	ENSG00000062725
5424	ENSG00000062822
1975	ENSG00000063046
29998	ENSG00000063169
56848	ENSG00000063176
6141	ENSG00000063177
770	ENSG00000063180
79763	ENSG00000063241
11338	ENSG00000063244
29924	ENSG00000063245
55588	ENSG00000063322
10838	ENSG00000063587
105373378	ENSG00000063587
8776	ENSG00000063601
2817	ENSG00000063660
57143	ENSG00000063761
3029	ENSG00000063854
6047	ENSG00000063978
841	ENSG00000064012
22998	ENSG00000064042
55726	ENSG00000064102
51768	ENSG00000064115
1747	ENSG00000064195
53340	ENSG00000064199
10402	ENSG00000064225
9914	ENSG00000064270
4804	ENSG00000064300
50937	ENSG00000064309
6873	ENSG00000064313
28996	ENSG00000064393
23534	ENSG00000064419
8625	ENSG00000064490
54929	ENSG00000064545
9170	ENSG00000064547
5476	ENSG00000064601
10147	ENSG00000064607
6558	ENSG00000064651
28966	ENSG00000064652
1265	ENSG00000064666
10347	ENSG00000064687
11218	ENSG00000064703
53339	ENSG00000064726
55711	ENSG00000064763
1117	ENSG00000064886
22904	ENSG00000064932
5378	ENSG00000064933
10362	ENSG00000064961
10203	ENSG00000064989
6882	ENSG00000064995
23294	ENSG00000064999
8943	ENSG00000065000
7629	ENSG00000065029
9351	ENSG00000065054
4913	ENSG00000065057
54887	ENSG00000065060
2773	ENSG00000065135
3843	ENSG00000065150
4942	ENSG00000065154
10885	ENSG00000065183
5586	ENSG00000065243
57418	ENSG00000065268
9697	ENSG00000065308
9423	ENSG00000065320
1606	ENSG00000065357
2065	ENSG00000065361
3735	ENSG00000065427
23536	ENSG00000065457
10954	ENSG00000065485
55633	ENSG00000065491
4710	ENSG00000065518
23013	ENSG00000065526
4638	ENSG00000065534
55854	ENSG00000065548
6416	ENSG00000065559
55248	ENSG00000065600
9748	ENSG00000065613
51167	ENSG00000065615
123956252	ENSG00000065615
1308	ENSG00000065618
119391	ENSG00000065621
55176	ENSG00000065665
5588	ENSG00000065675
7089	ENSG00000065717
51665	ENSG00000065802
83641	ENSG00000065809
4199	ENSG00000065833
23216	ENSG00000065882
8621	ENSG00000065883
10797	ENSG00000065911
84679	ENSG00000065923
55810	ENSG00000065970
4904	ENSG00000065978
5141	ENSG00000065989
5525	ENSG00000066027
1994	ENSG00000066044
57609	ENSG00000066084
6602	ENSG00000066117
9682	ENSG00000066135
4802	ENSG00000066136
84217	ENSG00000066185
6550	ENSG00000066230
25791	ENSG00000066248
259266	ENSG00000066279
64834	ENSG00000066322
30834	ENSG00000066379
27107	ENSG00000066422
4287	ENSG00000066427
9950	ENSG00000066455
2263	ENSG00000066468
55631	ENSG00000066557
51015	ENSG00000066583
2009	ENSG00000066629
60487	ENSG00000066651
55623	ENSG00000066654
91283	ENSG00000066697
26153	ENSG00000066735
55102	ENSG00000066739
10565	ENSG00000066777
57623	ENSG00000066827
9650	ENSG00000066855
2235	ENSG00000066926
4649	ENSG00000066933
8653	ENSG00000067048
5214	ENSG00000067057
3422	ENSG00000067064
6672	ENSG00000067066
1316	ENSG00000067082
8611	ENSG00000067113
4756	ENSG00000067141
23471	ENSG00000067167
5255	ENSG00000067177
7132	ENSG00000067182
782	ENSG00000067191
7813	ENSG00000067208
9399	ENSG00000067221
5315	ENSG00000067225
54505	ENSG00000067248
30836	ENSG00000067334
79091	ENSG00000067365
7158	ENSG00000067369
51018	ENSG00000067533
387	ENSG00000067560
1659	ENSG00000067596
5590	ENSG00000067606
7544	ENSG00000067646
55699	ENSG00000067704
6857	ENSG00000067715
89795	ENSG00000067798
3421	ENSG00000067829
79641	ENSG00000067836
57595	ENSG00000067840
6093	ENSG00000067900
865	ENSG00000067955
5165	ENSG00000067992
8692	ENSG00000068001
9759	ENSG00000068024
11186	ENSG00000068028
2261	ENSG00000068078
3430	ENSG00000068079
63897	ENSG00000068097
80347	ENSG00000068120
79990	ENSG00000068137
4205	ENSG00000068305
55593	ENSG00000068308
7030	ENSG00000068323
4943	ENSG00000068354
2182	ENSG00000068366
3632	ENSG00000068383
27238	ENSG00000068394
56850	ENSG00000068400
24140	ENSG00000068438
55771	ENSG00000068489
65055	ENSG00000068615
23250	ENSG00000068650
25885	ENSG00000068654
9741	ENSG00000068697
57217	ENSG00000068724
51447	ENSG00000068745
55133	ENSG00000068784
3796	ENSG00000068796
10235	ENSG00000068831
23198	ENSG00000068878
57560	ENSG00000068885
22933	ENSG00000068903
27248	ENSG00000068912
5526	ENSG00000068971
5837	ENSG00000068976
5307	ENSG00000069011
375449	ENSG00000069020
54549	ENSG00000069188
55746	ENSG00000069248
64710	ENSG00000069275
55737	ENSG00000069329
10294	ENSG00000069345
602	ENSG00000069399
8514	ENSG00000069424
51083	ENSG00000069482
29121	ENSG00000069493
139341	ENSG00000069509
6095	ENSG00000069667
1815	ENSG00000069696
7049	ENSG00000069702
54626	ENSG00000069812
483	ENSG00000069849
4734	ENSG00000069869
9488	ENSG00000069943
5597	ENSG00000069956
10681	ENSG00000069966
5873	ENSG00000069974
27440	ENSG00000069998
7353	ENSG00000070010
4040	ENSG00000070018
57661	ENSG00000070047
8518	ENSG00000070061
4925	ENSG00000070081
5217	ENSG00000070087
5774	ENSG00000070159
27071	ENSG00000070190
23446	ENSG00000070214
54916	ENSG00000070269
23293	ENSG00000070366
10640	ENSG00000070367
8218	ENSG00000070371
10272	ENSG00000070404
9993	ENSG00000070413
55658	ENSG00000070423
4335	ENSG00000070444
79364	ENSG00000070476
23210	ENSG00000070495
5423	ENSG00000070501
55062	ENSG00000070540
22844	ENSG00000070601
57704	ENSG00000070610
3340	ENSG00000070614
440	ENSG00000070669
10947	ENSG00000070718
10610	ENSG00000070731
26986	ENSG00000070756
10420	ENSG00000070759
29105	ENSG00000070761
1459	ENSG00000070770
11099	ENSG00000070778
8891	ENSG00000070785
815	ENSG00000070808
6949	ENSG00000070814
998	ENSG00000070831
26031	ENSG00000070882
56852	ENSG00000070950
490	ENSG00000070961
8440	ENSG00000071051
9448	ENSG00000071054
11320	ENSG00000071073
6160	ENSG00000071082
9948	ENSG00000071127
23161	ENSG00000071189
79658	ENSG00000071205
6196	ENSG00000071242
54556	ENSG00000071243
22846	ENSG00000071246
114049	ENSG00000071462
6400	ENSG00000071537
9319	ENSG00000071539
537	ENSG00000071553
6929	ENSG00000071564
28951	ENSG00000071575
26528	ENSG00000071626
53615	ENSG00000071655
6596	ENSG00000071794
9130	ENSG00000071859
60343	ENSG00000071889
29894	ENSG00000071894
140469	ENSG00000071909
79901	ENSG00000071967
5134	ENSG00000071994
55117	ENSG00000072041
51109	ENSG00000072042
5566	ENSG00000072062
22859	ENSG00000072071
87	ENSG00000072110
23503	ENSG00000072121
27330	ENSG00000072133
22905	ENSG00000072134
26469	ENSG00000072135
55679	ENSG00000072163
10290	ENSG00000072195
84708	ENSG00000072201
224	ENSG00000072210
7037	ENSG00000072274
6720	ENSG00000072310
27125	ENSG00000072364
7321	ENSG00000072401
64398	ENSG00000072415
9886	ENSG00000072422
8243	ENSG00000072501
3028	ENSG00000072506
2011	ENSG00000072518
3161	ENSG00000072571
55743	ENSG00000072609
8974	ENSG00000072682
4775	ENSG00000072736
51095	ENSG00000072756
37	ENSG00000072778
6793	ENSG00000072786
23291	ENSG00000072803
9744	ENSG00000072818
1400	ENSG00000072832
2121	ENSG00000072840
51009	ENSG00000072849
54820	ENSG00000072864
10335	ENSG00000072952
79041	ENSG00000072954
8907	ENSG00000072958
5817	ENSG00000073008
7515	ENSG00000073050
949	ENSG00000073060
54905	ENSG00000073067
4171	ENSG00000073111
56666	ENSG00000073150
83642	ENSG00000073169
8626	ENSG00000073282
80216	ENSG00000073331
3993	ENSG00000073350
5151	ENSG00000073417
1183	ENSG00000073464
54475	ENSG00000073536
6389	ENSG00000073578
6605	ENSG00000073584
55876	ENSG00000073605
5927	ENSG00000073614
4185	ENSG00000073670
5523	ENSG00000073711
10979	ENSG00000073712
10170	ENSG00000073737
5743	ENSG00000073756
10644	ENSG00000073792
9175	ENSG00000073803
6480	ENSG00000073849
NA	ENSG00000073905
10129	ENSG00000073910
8301	ENSG00000073921
4905	ENSG00000073969
23332	ENSG00000074054
65993	ENSG00000074071
4854	ENSG00000074181
1207	ENSG00000074201
5522	ENSG00000074211
8463	ENSG00000074219
8726	ENSG00000074266
54825	ENSG00000074276
6620	ENSG00000074317
7251	ENSG00000074319
55421	ENSG00000074356
489	ENSG00000074370
771	ENSG00000074410
11343	ENSG00000074416
59277	ENSG00000074527
617	ENSG00000074582
9891	ENSG00000074590
54878	ENSG00000074603
9187	ENSG00000074621
55205	ENSG00000074657
8578	ENSG00000074660
3998	ENSG00000074695
51495	ENSG00000074696
23140	ENSG00000074755
2023	ENSG00000074800
56005	ENSG00000074842
57719	ENSG00000074855
51175	ENSG00000074935
55160	ENSG00000074964
7294	ENSG00000074966
64431	ENSG00000075089
54962	ENSG00000075131
6717	ENSG00000075142
8672	ENSG00000075151
79023	ENSG00000075188
10371	ENSG00000075213
51512	ENSG00000075218
10512	ENSG00000075223
55020	ENSG00000075234
38	ENSG00000075239
23151	ENSG00000075240
9620	ENSG00000075275
27332	ENSG00000075292
55972	ENSG00000075303
29090	ENSG00000075336
9462	ENSG00000075391
9605	ENSG00000075399
7587	ENSG00000075407
4140	ENSG00000075413
5250	ENSG00000075415
64778	ENSG00000075420
2355	ENSG00000075426
27092	ENSG00000075461
285527	ENSG00000075539
23505	ENSG00000075568
6624	ENSG00000075618
60	ENSG00000075624
55034	ENSG00000075643
5337	ENSG00000075651
479	ENSG00000075673
284403	ENSG00000075702
1739	ENSG00000075711
7879	ENSG00000075785
25956	ENSG00000075826
9733	ENSG00000075856
23016	ENSG00000075914
22920	ENSG00000075945
23609	ENSG00000075975
4175	ENSG00000076003
25996	ENSG00000076043
10179	ENSG00000076053
5939	ENSG00000076067
11176	ENSG00000076108
25930	ENSG00000076201
4292	ENSG00000076242
7374	ENSG00000076248
2329	ENSG00000076258
27252	ENSG00000076321
8786	ENSG00000076344
113235	ENSG00000076351
5362	ENSG00000076356
10615	ENSG00000076382
88455	ENSG00000076513
7163	ENSG00000076554
124188259	ENSG00000076554
32	ENSG00000076555
9618	ENSG00000076604
55824	ENSG00000076641
55094	ENSG00000076650
22978	ENSG00000076685
4162	ENSG00000076706
2239	ENSG00000076716
55796	ENSG00000076770
57662	ENSG00000076826
5909	ENSG00000076864
56949	ENSG00000076924
9138	ENSG00000076928
6813	ENSG00000076944
5609	ENSG00000076984
8527	ENSG00000077044
7155	ENSG00000077097
56889	ENSG00000077147
4791	ENSG00000077150
29089	ENSG00000077152
4660	ENSG00000077157
54431	ENSG00000077232
2975	ENSG00000077235
3566	ENSG00000077238
23032	ENSG00000077254
6626	ENSG00000077312
56915	ENSG00000077348
1781	ENSG00000077380
4034	ENSG00000077454
143684	ENSG00000077458
51548	ENSG00000077463
10714	ENSG00000077514
832	ENSG00000077549
7107	ENSG00000077585
79960	ENSG00000077684
203427	ENSG00000077713
7319	ENSG00000077721
2260	ENSG00000077782
2192	ENSG00000077942
4133	ENSG00000078018
9063	ENSG00000078043
369	ENSG00000078061
56922	ENSG00000078070
27074	ENSG00000078081
2191	ENSG00000078098
10529	ENSG00000078114
55331	ENSG00000078124
3093	ENSG00000078140
5289	ENSG00000078142
55728	ENSG00000078177
57103	ENSG00000078237
7289	ENSG00000078246
8871	ENSG00000078269
5527	ENSG00000078304
2782	ENSG00000078369
3205	ENSG00000078399
1906	ENSG00000078401
8028	ENSG00000078403
55063	ENSG00000078487
9452	ENSG00000078596
4898	ENSG00000078618
7419	ENSG00000078668
5108	ENSG00000078674
57690	ENSG00000078687
